showtime_id|movie_id|room_id|date|time|price
SUATCHIEU_20251219_0033|F0003|PHONG_006|2025-12-19|17:50|75000
SUATCHIEU_20251219_0028|F0006|PHONG_005|2025-12-19|18:00|75000
SUATCHIEU_20251219_0005|F0008|PHONG_001|2025-12-19|18:30|75000
SUATCHIEU_20251219_0011|F0005|PHONG_002|2025-12-19|18:40|75000
SUATCHIEU_20251219_0023|F0010|PHONG_004|2025-12-19|19:00|75000
SUATCHIEU_20251219_0017|F0002|PHONG_003|2025-12-19|19:10|75000
SUATCHIEU_20251219_0029|F0007|PHONG_005|2025-12-19|20:00|80000
SUATCHIEU_20251219_0034|F0004|PHONG_006|2025-12-19|20:10|80000
SUATCHIEU_20251219_0006|F0009|PHONG_001|2025-12-19|20:50|80000
SUATCHIEU_20251219_0024|F0001|PHONG_004|2025-12-19|21:20|80000
SUATCHIEU_20251219_0018|F0003|PHONG_003|2025-12-19|21:40|80000
SUATCHIEU_20251219_0012|F0006|PHONG_002|2025-12-19|21:50|80000
SUATCHIEU_20251220_0001|F0006|PHONG_001|2025-12-20|09:00|65000
SUATCHIEU_20251220_0007|F0003|PHONG_002|2025-12-20|09:20|65000
SUATCHIEU_20251220_0013|F0010|PHONG_003|2025-12-20|09:40|65000
SUATCHIEU_20251220_0018|F0008|PHONG_004|2025-12-20|10:00|65000
SUATCHIEU_20251220_0024|F0005|PHONG_005|2025-12-20|10:20|65000
SUATCHIEU_20251220_0029|F0002|PHONG_006|2025-12-20|10:40|65000
SUATCHIEU_20251220_0002|F0007|PHONG_001|2025-12-20|11:00|65000
SUATCHIEU_20251220_0008|F0004|PHONG_002|2025-12-20|11:40|65000
SUATCHIEU_20251220_0014|F0001|PHONG_003|2025-12-20|12:00|70000
SUATCHIEU_20251220_0019|F0009|PHONG_004|2025-12-20|12:20|70000
SUATCHIEU_20251220_0030|F0003|PHONG_006|2025-12-20|13:10|70000
SUATCHIEU_20251220_0003|F0008|PHONG_001|2025-12-20|13:10|70000
SUATCHIEU_20251220_0025|F0006|PHONG_005|2025-12-20|13:30|70000
SUATCHIEU_20251220_0009|F0005|PHONG_002|2025-12-20|13:50|70000
SUATCHIEU_20251220_0015|F0002|PHONG_003|2025-12-20|14:20|70000
SUATCHIEU_20251220_0020|F0010|PHONG_004|2025-12-20|14:50|70000
SUATCHIEU_20251220_0031|F0004|PHONG_006|2025-12-20|15:30|70000
SUATCHIEU_20251220_0004|F0009|PHONG_001|2025-12-20|15:30|70000
SUATCHIEU_20251220_0026|F0007|PHONG_005|2025-12-20|15:30|70000
SUATCHIEU_20251220_0016|F0003|PHONG_003|2025-12-20|16:50|70000
SUATCHIEU_20251220_0010|F0006|PHONG_002|2025-12-20|17:00|75000
SUATCHIEU_20251220_0021|F0001|PHONG_004|2025-12-20|17:10|75000
SUATCHIEU_20251220_0032|F0005|PHONG_006|2025-12-20|17:40|75000
SUATCHIEU_20251220_0027|F0008|PHONG_005|2025-12-20|17:40|75000
SUATCHIEU_20251220_0005|F0010|PHONG_001|2025-12-20|18:00|75000
SUATCHIEU_20251220_0011|F0007|PHONG_002|2025-12-20|19:00|75000
SUATCHIEU_20251220_0017|F0004|PHONG_003|2025-12-20|19:10|75000
SUATCHIEU_20251220_0022|F0002|PHONG_004|2025-12-20|19:30|75000
SUATCHIEU_20251220_0028|F0009|PHONG_005|2025-12-20|20:00|80000
SUATCHIEU_20251220_0006|F0001|PHONG_001|2025-12-20|20:20|80000
SUATCHIEU_20251220_0033|F0006|PHONG_006|2025-12-20|20:50|80000
SUATCHIEU_20251220_0012|F0008|PHONG_002|2025-12-20|21:10|80000
SUATCHIEU_20251220_0023|F0003|PHONG_004|2025-12-20|22:00|80000
SUATCHIEU_20251221_0001|F0008|PHONG_001|2025-12-21|09:00|65000
SUATCHIEU_20251221_0007|F0005|PHONG_002|2025-12-21|09:20|65000
SUATCHIEU_20251221_0013|F0002|PHONG_003|2025-12-21|09:40|65000
SUATCHIEU_20251221_0019|F0010|PHONG_004|2025-12-21|10:00|65000
SUATCHIEU_20251221_0024|F0006|PHONG_005|2025-12-21|10:20|65000
SUATCHIEU_20251221_0030|F0004|PHONG_006|2025-12-21|10:40|65000
SUATCHIEU_20251221_0002|F0009|PHONG_001|2025-12-21|11:20|65000
SUATCHIEU_20251221_0014|F0003|PHONG_003|2025-12-21|12:10|70000
SUATCHIEU_20251221_0025|F0007|PHONG_005|2025-12-21|12:20|70000
SUATCHIEU_20251221_0020|F0001|PHONG_004|2025-12-21|12:20|70000
SUATCHIEU_20251221_0008|F0006|PHONG_002|2025-12-21|12:30|70000
SUATCHIEU_20251221_0031|F0005|PHONG_006|2025-12-21|12:50|70000
SUATCHIEU_20251221_0003|F0010|PHONG_001|2025-12-21|13:50|70000
SUATCHIEU_20251221_0009|F0007|PHONG_002|2025-12-21|14:30|70000
SUATCHIEU_20251221_0015|F0004|PHONG_003|2025-12-21|14:30|70000
SUATCHIEU_20251221_0026|F0008|PHONG_005|2025-12-21|14:30|70000
SUATCHIEU_20251221_0021|F0002|PHONG_004|2025-12-21|14:40|70000
SUATCHIEU_20251221_0032|F0006|PHONG_006|2025-12-21|16:00|70000
SUATCHIEU_20251221_0004|F0001|PHONG_001|2025-12-21|16:10|70000
SUATCHIEU_20251221_0016|F0005|PHONG_003|2025-12-21|16:40|70000
SUATCHIEU_20251221_0010|F0008|PHONG_002|2025-12-21|16:40|70000
SUATCHIEU_20251221_0027|F0009|PHONG_005|2025-12-21|16:50|70000
SUATCHIEU_20251221_0022|F0003|PHONG_004|2025-12-21|17:10|75000
SUATCHIEU_20251221_0033|F0007|PHONG_006|2025-12-21|18:00|75000
SUATCHIEU_20251221_0005|F0002|PHONG_001|2025-12-21|18:30|75000
SUATCHIEU_20251221_0011|F0009|PHONG_002|2025-12-21|19:00|75000
SUATCHIEU_20251221_0028|F0010|PHONG_005|2025-12-21|19:20|75000
SUATCHIEU_20251221_0023|F0004|PHONG_004|2025-12-21|19:30|75000
SUATCHIEU_20251221_0017|F0006|PHONG_003|2025-12-21|19:50|75000
SUATCHIEU_20251221_0034|F0008|PHONG_006|2025-12-21|20:10|80000
SUATCHIEU_20251221_0006|F0003|PHONG_001|2025-12-21|21:00|80000
SUATCHIEU_20251221_0012|F0010|PHONG_002|2025-12-21|21:30|80000
SUATCHIEU_20251221_0029|F0001|PHONG_005|2025-12-21|21:40|80000
SUATCHIEU_20251221_0018|F0007|PHONG_003|2025-12-21|21:50|80000
SUATCHIEU_20251222_0001|F0010|PHONG_001|2025-12-22|09:00|65000
SUATCHIEU_20251222_0007|F0007|PHONG_002|2025-12-22|09:20|65000
SUATCHIEU_20251222_0013|F0004|PHONG_003|2025-12-22|09:40|65000
SUATCHIEU_20251222_0019|F0002|PHONG_004|2025-12-22|10:00|65000
SUATCHIEU_20251222_0024|F0009|PHONG_005|2025-12-22|10:20|65000
SUATCHIEU_20251222_0029|F0006|PHONG_006|2025-12-22|10:40|65000
SUATCHIEU_20251222_0002|F0001|PHONG_001|2025-12-22|11:20|65000
SUATCHIEU_20251222_0008|F0008|PHONG_002|2025-12-22|11:30|65000
SUATCHIEU_20251222_0014|F0005|PHONG_003|2025-12-22|11:50|65000
SUATCHIEU_20251222_0020|F0003|PHONG_004|2025-12-22|12:30|70000
SUATCHIEU_20251222_0030|F0007|PHONG_006|2025-12-22|12:40|70000
SUATCHIEU_20251222_0025|F0010|PHONG_005|2025-12-22|12:50|70000
SUATCHIEU_20251222_0003|F0002|PHONG_001|2025-12-22|13:40|70000
SUATCHIEU_20251222_0009|F0009|PHONG_002|2025-12-22|13:50|70000
SUATCHIEU_20251222_0031|F0008|PHONG_006|2025-12-22|14:50|70000
SUATCHIEU_20251222_0021|F0004|PHONG_004|2025-12-22|14:50|70000
SUATCHIEU_20251222_0015|F0006|PHONG_003|2025-12-22|15:00|70000
SUATCHIEU_20251222_0026|F0001|PHONG_005|2025-12-22|15:10|70000
SUATCHIEU_20251222_0004|F0003|PHONG_001|2025-12-22|16:10|70000
SUATCHIEU_20251222_0010|F0010|PHONG_002|2025-12-22|16:20|70000
SUATCHIEU_20251222_0022|F0005|PHONG_004|2025-12-22|17:00|75000
SUATCHIEU_20251222_0016|F0007|PHONG_003|2025-12-22|17:00|75000
SUATCHIEU_20251222_0032|F0009|PHONG_006|2025-12-22|17:10|75000
SUATCHIEU_20251222_0027|F0002|PHONG_005|2025-12-22|17:30|75000
SUATCHIEU_20251222_0005|F0004|PHONG_001|2025-12-22|18:30|75000
SUATCHIEU_20251222_0011|F0001|PHONG_002|2025-12-22|18:40|75000
SUATCHIEU_20251222_0017|F0008|PHONG_003|2025-12-22|19:10|75000
SUATCHIEU_20251222_0033|F0010|PHONG_006|2025-12-22|19:40|75000
SUATCHIEU_20251222_0028|F0003|PHONG_005|2025-12-22|20:00|80000
SUATCHIEU_20251222_0023|F0006|PHONG_004|2025-12-22|20:10|80000
SUATCHIEU_20251222_0006|F0005|PHONG_001|2025-12-22|20:40|80000
SUATCHIEU_20251222_0012|F0002|PHONG_002|2025-12-22|21:00|80000
SUATCHIEU_20251222_0018|F0009|PHONG_003|2025-12-22|21:30|80000
SUATCHIEU_20251222_0034|F0001|PHONG_006|2025-12-22|22:00|80000
